id,corporate_no,name,name_norm,kura_name,prefecture,city,address,founded_year,website,category,description,description_generated,status,confidence,source_id,evidence,created_at,updated_at,latitude,longitude,founding_year,visitation_allowed,shop_available
6008,,池本酒造有限会社,池本酒造,,滋賀県,高島市,〒520-1621 滋賀県高島市今津町今津221,1926,https://biwa-cho.com/,sake,滋賀県高島市に蔵を構える池本酒造有限会社は、昭和元年（1926年）創業の歴史を誇る老舗酒蔵です。仕込み水には良質な比良山系・鈴鹿山脈琵琶湖流入伏流水（軟水）を使用し、能登杜氏・丹波杜氏の伝統の技を受け継ぎながら、米の旨味を引き出す真摯な酒造りを追求しています。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.95,kumiai_shiga_detail,創業年：1926年（昭和元年）／住所：〒520-1621 滋賀県高島市今津町今津221,2026-07-07 13:41:15,2026-08-02 06:37:42,35.0081,135.8634,1926,0,0
6009,,川島酒造株式会社,川島酒造,,滋賀県,高島市,〒520-1501 滋賀県高島市新旭町旭83,1865,https://www.sake-kawashima.co.jp/,sake,滋賀県高島市に蔵を構える川島酒造株式会社は、慶応元年（1865年）創業の歴史を誇る老舗酒蔵です。清酒 松の花はこの恵まれた自然の中で創業以来160年、飲む人の健康を考え、本物の味を求めて酒造り一筋に歩んでいる蔵元です。銘柄由来：創業時、酒蔵建造のため伐採した古い松に対する忍びがたい思いを込めて「松の花」と命名。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.95,kumiai_shiga_detail,創業年：1865年（慶応元年）／住所：〒520-1501 滋賀県高島市新旭町旭83,2026-07-07 13:41:15,2026-08-02 06:37:42,35.0098,135.8665,1865,0,0
6010,,上原酒造株式会社,上原酒造,,滋賀県,高島市,〒520-1512 滋賀県高島市新旭町太田1524,1862,https://furosen.com,sake,沖縄県糸満市に位置する上原酒造株式会社は、昭和22年（1947年）に創業しました。トップページ - 琉球泡盛 糸満最古の泡盛酒造所「上原酒造」 上原酒造は1947年創業。上原酒造の酒は、沖縄のもたらす様々な恵みと泡盛業界初の「電子技法」によって生み出されています。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.95,kumiai_shiga_detail,創業年：1862年（文久2年）／住所：〒520-1512 滋賀県高島市新旭町太田１５２４,2026-07-07 13:41:15,2026-08-02 06:37:42,35.0115,135.8696,1862,0,0
6011,,株式会社福井弥平商店,福井弥平商店,,滋賀県,高島市,〒520-1121 滋賀県高島市勝野1387-1,1748,https://www.haginotsuyu.co.jp,sake,滋賀県高島市に蔵を構える株式会社福井弥平商店は、寛延元年（1748年）創業の歴史を誇る老舗酒蔵です。「芳弥Ｘ」は伝統の生酛仕込を礎に、萩乃露の最新技術を駆使し、旨さの更新、未踏の旨さ実現を目指す意欲作。「渡船（わたりぶね）」はこのお酒 … 続きを読む 「雨垂れ石を穿つ 渡船」の出荷を開始しています（もみ殻バイオ炭を活用した循環型栽培「渡船」を使用しています）2026.05.15萩乃露の意欲作「生酛仕込 特別純米芳弥Ｘ」ご予約承り中。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.95,kumiai_shiga_detail,創業年：1748～1751年（寛延年間）／住所：〒520-1121 滋賀県高島市勝野1387-1,2026-07-07 13:41:15,2026-08-02 06:37:42,35.0132,135.8727,1748,0,0
6039,,㈱勢玉,勢玉,,徳島県,徳島市,徳島県徳島市福島1丁目4-9,1910,http://seigyokushuzo-sakagura.co.jp/,sake,徳島県徳島市に蔵を構える㈱勢玉は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。仕込み水には良質な吉野川水系・四国山地伏流水（軟水）を使用し、阿波杜氏の伝統の技を受け継ぎながら、米の旨味を引き出す真摯な酒造りを追求しています。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.9,kumiai_tokushima_detail,㈱勢玉 徳島市福島1丁目4-9 TEL088-623-2777,2026-07-07 13:41:15,2026-08-02 06:37:42,34.062,134.5502,1910,0,0
6040,,吉本醸造㈱,吉本醸造,,徳島県,徳島市,徳島県徳島市鮎喰町1丁目125,1910,http://www.awa-yoshimoto.com/,sake,徳島県徳島市に蔵を構える吉本醸造㈱は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。清酒「南国一」は、上撰・下撰・本醸造があり、明治元年より当蔵にて手作りで醸造しており、県内ではよく知られた銘柄です。徳島県産山田錦を使った50％精白の吟醸酒「眉山」と五百万石を使用した特別純米酒「眉山」は、米・水・すぐれた醸造技術により秀逸な酒に仕上がっております。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.9,kumiai_tokushima_detail,吉本醸造㈱ 徳島市鮎喰町１丁目125 TEL088-631-7591,2026-07-07 13:41:15,2026-08-02 06:37:42,34.0637,134.5533,1910,0,0
6041,,㈱近藤松太郎商店,近藤松太郎商店,,徳島県,徳島市,徳島県徳島市国府町中197-1,1910,,sake,徳島県徳島市に蔵を構える㈱近藤松太郎商店は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。仕込み水には良質な吉野川水系・四国山地伏流水（軟水）を使用し、阿波杜氏の伝統の技を受け継ぎながら、米の旨味を引き出す真摯な酒造りを追求しています。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.9,kumiai_tokushima_detail,㈱近藤松太郎商店 徳島市国府町中197-1 TEL088-642-0001,2026-07-07 13:41:15,2026-08-02 06:37:40,34.0654,134.5564,1910,0,0
6042,,㈲定作酒類醸造場,定作酒類醸造場,,徳島県,勝浦郡,徳島県勝浦郡勝浦町 大字三渓字定岡102-3,1910,,sake,徳島県勝浦郡に蔵を構える㈲定作酒類醸造場は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。仕込み水には良質な吉野川水系・四国山地伏流水（軟水）を使用し、阿波杜氏の伝統の技を受け継ぎながら、米の旨味を引き出す真摯な酒造りを追求しています。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.9,kumiai_tokushima_detail,㈲定作酒類醸造場 勝浦郡勝浦町 大字三渓字定岡102-3 TEL08854-2-2052,2026-07-07 13:41:15,2026-08-02 06:37:40,34.0671,134.5595,1910,0,0
6043,,㈲齋藤酒造場,齋藤酒造場,,徳島県,徳島市,徳島県徳島市佐古七番町7-1,1910,https://www.gotensakura.com/,sake,徳島県徳島市に蔵を構える㈲齋藤酒造場は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。仕込み水には良質な吉野川水系・四国山地伏流水（軟水）を使用し、阿波杜氏の伝統の技を受け継ぎながら、米の旨味を引き出す真摯な酒造りを追求しています。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.9,kumiai_tokushima_detail,㈲齋藤酒造場 徳島市佐古七番町7-1 TEL088-652-8340,2026-07-07 13:41:15,2026-08-02 06:37:42,34.0688,134.5626,1910,0,0
6044,,吉田酒造㈱,吉田酒造,,徳島県,徳島市,徳島県徳島市川内町大松424-1,1910,,sake,徳島県徳島市に蔵を構える吉田酒造㈱は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。仕込み水には良質な吉野川水系・四国山地伏流水（軟水）を使用し、阿波杜氏の伝統の技を受け継ぎながら、米の旨味を引き出す真摯な酒造りを追求しています。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.9,kumiai_tokushima_detail,吉田酒造㈱ 徳島市川内町大松424-1 TEL088-665-1201,2026-07-07 13:41:15,2026-08-02 06:37:40,34.0705,134.5657,1910,0,0
6045,,津乃峰酒造㈱,津乃峰酒造,,徳島県,阿南市,徳島県阿南市長生町諏訪の端11,1910,http://www.tsunomine.com/,sake,徳島県阿南市に蔵を構える津乃峰酒造㈱は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。弊社は創業昭和28年より、日本一社の津峯神社の御神酒として「清酒津乃峰」を醸造してまいりました。『山は津乃峰、酒は津乃峰』のキャッチと共に半世紀、皆様のますますのご繁栄を祈念しつつ、日々醸造技術向上に取り組んでおります。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.9,kumiai_tokushima_detail,津乃峰酒造㈱ 阿南市長生町諏訪の端11 TEL0884-22-0606,2026-07-07 13:41:15,2026-08-02 06:37:42,34.0722,134.5688,1910,0,0
6046,,那賀酒造㈲,那賀酒造,,徳島県,那賀郡,徳島県那賀郡那賀町和食字町35,1910,https://www.saketime.com/breweries/6046,sake,徳島県那賀郡に蔵を構える那賀酒造㈲は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。仕込み水には良質な吉野川水系・四国山地伏流水（軟水）を使用し、阿波杜氏の伝統の技を受け継ぎながら、米の旨味を引き出す真摯な酒造りを追求しています。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.9,kumiai_tokushima_detail,那賀酒造㈲ 那賀郡那賀町和食字町35 TEL0884-62-2003,2026-07-07 13:41:15,2026-08-02 06:37:42,34.0739,134.5519,1910,0,0
6047,,㈱本家松浦酒造場,本家松浦酒造場,,徳島県,鳴門市,徳島県鳴門市大麻町池谷字柳の本19,1910,http://narutotai.jp/,sake,徳島県鳴門市に蔵を構える㈱本家松浦酒造場は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。仕込み水には良質な吉野川水系・四国山地伏流水（軟水）を使用し、阿波杜氏の伝統の技を受け継ぎながら、米の旨味を引き出す真摯な酒造りを追求しています。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.9,kumiai_tokushima_detail,㈱本家松浦酒造場 鳴門市大麻町池谷字柳の本１９ TEL088-689-1110,2026-07-07 13:41:15,2026-08-02 06:37:42,34.0756,134.555,1910,0,0
6048,,㈱木内本店,木内本店,,徳島県,板野郡,徳島県板野郡藍住町富吉字須崎95-3,1910,,sake,徳島県板野郡に蔵を構える㈱木内本店は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。仕込み水には良質な吉野川水系・四国山地伏流水（軟水）を使用し、阿波杜氏の伝統の技を受け継ぎながら、米の旨味を引き出す真摯な酒造りを追求しています。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.9,kumiai_tokushima_detail,㈱木内本店 板野郡藍住町富吉字須崎95-3 TEL088-692-2307,2026-07-07 13:41:15,2026-08-02 06:37:40,34.0573,134.5581,1910,0,0
6049,,日新酒類㈱,日新酒類,,徳島県,板野郡,徳島県板野郡上板町上六條283,1910,,sake,徳島県板野郡に蔵を構える日新酒類㈱は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。仕込み水には良質な吉野川水系・四国山地伏流水（軟水）を使用し、阿波杜氏の伝統の技を受け継ぎながら、米の旨味を引き出す真摯な酒造りを追求しています。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.9,kumiai_tokushima_detail,日新酒類㈱ 板野郡上板町上六條283 TEL088-694-8166,2026-07-07 13:41:15,2026-08-02 06:37:40,34.059,134.5612,1910,0,0
6050,,司菊酒造㈱,司菊酒造,,徳島県,美馬市,徳島県美馬市美馬町字妙見93,1896,http://www.tsukasagiku.co.jp/,sake,徳島県美馬市に蔵を構える司菊酒造㈱は、明治29年（1896年）創業の歴史を誇る老舗酒蔵です。素材にこだわり、手仕事を増やし、米、米麹のみで醸す純米酒造りを追求しています。バッコス amazon店 司菊酒造について | 司菊酒造 代表取締役社長　久岡 征司 徳島県美馬市美馬町字妙見93 0883-63-6061 0883-63-4930 1896年（明治29年） 銘柄を「鬼龍（きりゅう）」として創業。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.9,kumiai_tokushima_detail,司菊酒造㈱ 美馬市美馬町字妙見93 TEL0883-63-6061,2026-07-07 13:41:15,2026-08-02 06:37:42,34.0607,134.5643,1896,0,0
6051,,矢川酒造㈱,矢川酒造,,徳島県,三好市,徳島県三好市池田町白地井の久保386-1,1910,,sake,徳島県三好市に蔵を構える矢川酒造㈱は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。仕込み水には良質な吉野川水系・四国山地伏流水（軟水）を使用し、阿波杜氏の伝統の技を受け継ぎながら、米の旨味を引き出す真摯な酒造りを追求しています。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.9,kumiai_tokushima_detail,矢川酒造㈱ 三好市池田町白地井の久保386-1 TEL0883-74-0611,2026-07-07 13:41:15,2026-08-02 06:37:40,34.0624,134.5674,1910,0,0
6052,,㈴中和商店,(名)中和商店,,徳島県,三好市,徳島県三好市池田町サラダ1756,1910,http://www.niji.or.jp/komachi/,sake,徳島県三好市に蔵を構える㈴中和商店は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。仕込み水には良質な吉野川水系・四国山地伏流水（軟水）を使用し、阿波杜氏の伝統の技を受け継ぎながら、米の旨味を引き出す真摯な酒造りを追求しています。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.9,kumiai_tokushima_detail,㈴中和商店 三好市池田町サラダ1756 TEL0883-72-0126,2026-07-07 13:41:15,2026-08-02 06:37:41,34.0641,134.5505,1910,0,0
6053,,三芳菊酒造㈱,三芳菊酒造,,徳島県,三好市,徳島県三好市池田町サラダ1661,1910,,sake,徳島県三好市に蔵を構える三芳菊酒造㈱は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。仕込み水には良質な吉野川水系・四国山地伏流水（軟水）を使用し、阿波杜氏の伝統の技を受け継ぎながら、米の旨味を引き出す真摯な酒造りを追求しています。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.9,kumiai_tokushima_detail,三芳菊酒造㈱ 三好市池田町サラダ1661 TEL0883-72-0053,2026-07-07 13:41:15,2026-08-02 06:37:42,34.0658,134.5536,1910,0,0
6054,,芳水酒造㈲,芳水酒造,,徳島県,三好市,徳島県三好市井川町辻231-2,1910,http://www.housui.com/,sake,徳島県三好市に蔵を構える芳水酒造㈲は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。代々受け継がれる技と心でひとつひとつ丁寧に醸し出されるその味わいは、飲む人々の心に深く染み渡り、人と人との絆を深めます。自然の恵みと職人の技が融合した私たちの酒を、ぜひ大切な人と共にお楽しみください。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.9,kumiai_tokushima_detail,芳水酒造㈲ 三好市井川町辻231-2 TEL0883-78-2014,2026-07-07 13:41:15,2026-08-02 06:37:42,34.0675,134.5567,1910,0,0
6055,,可楽智酒造㈱,可楽智酒造,,徳島県,三好郡,徳島県三好郡東みよし町加茂2987-1,1910,,sake,徳島県三好郡に蔵を構える可楽智酒造㈱は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。仕込み水には良質な吉野川水系・四国山地伏流水（軟水）を使用し、阿波杜氏の伝統の技を受け継ぎながら、米の旨味を引き出す真摯な酒造りを追求しています。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.9,kumiai_tokushima_detail,可楽智酒造㈱ 三好郡東みよし町加茂2987-1 TEL0883-82-2008,2026-07-07 13:41:15,2026-08-02 06:37:40,34.0692,134.5598,1910,0,0
6056,,天真㈱,天真,,徳島県,三好市,徳島県三好市池田町ハヤシ1253,1910,http://www.tenshin.co.jp/,shochu,徳島県三好市に蔵を構える天真㈱は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。仕込み水には良質な吉野川水系・四国山地伏流水（軟水）を使用し、阿波杜氏の伝統の技を受け継ぎながら、米の旨味を引き出す真摯な酒造りを追求しています。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.9,flagged_brewery_review_2026,主力は調味料(醤油・ポン酢等)。清酒の記載なし。焼酎(金太郎・かぼちゃ焼酎)と料理酒を家庭用ラインナップとして販売しているが酒類製造免許の実態はWebSearchで裏付け取れず。要人手確認。,2026-07-07 13:41:15,2026-08-02 06:37:40,34.0709,134.5629,1910,0,0
6057,,鳴門金時蒸留所,鳴門金時蒸留所,,徳島県,名西郡,徳島県名西郡石井町高原字桑島7-1,1910,,shochu,徳島県名西郡に蔵を構える鳴門金時蒸留所は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。仕込み水には良質な吉野川水系・四国山地伏流水（軟水）を使用し、阿波杜氏の伝統の技を受け継ぎながら、米の旨味を引き出す真摯な酒造りを追求しています。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.55,kumiai_tokushima_detail,鳴門金時蒸留所 名西郡石井町高原字桑島7-1 TEL088-674-2424,2026-07-07 13:41:15,2026-08-02 06:37:40,34.0726,134.566,1910,0,0
6058,,㈱鳴門のいも屋,鳴門のいも屋,,徳島県,鳴門市,徳島県鳴門市瀬戸町明神字板屋島123-5,1910,http://www.imoya.jp/,shochu,徳島県鳴門市に蔵を構える㈱鳴門のいも屋は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。仕込み水には良質な吉野川水系・四国山地伏流水（軟水）を使用し、阿波杜氏の伝統の技を受け継ぎながら、米の旨味を引き出す真摯な酒造りを追求しています。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.9,kumiai_tokushima_detail,㈱鳴門のいも屋 鳴門市瀬戸町明神字板屋島123-5 TEL088-688-0950,2026-07-07 13:41:15,2026-08-02 06:37:41,34.0743,134.5691,1910,0,0
6070,,林酒造場,林酒造場,,富山県,下新川郡朝日町,富山県下新川郡朝日町境1608,1910,https://www.hayashisyuzo.com/,sake,富山県下新川郡朝日町に蔵を構える林酒造場は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。寛永３年創業400年見つめ続けた富山の風土と魂 良い酒をよりおいしく味わっていただくため製造量は少なくとも手造りに徹し富山の地酒の文化を伝承しています。林酒造場は、江戸時代、加賀藩最大の関所“境関所”に武士として勤めた創業者が、寛永3(1626)年、傍らに酒を造ったのが最初とされています。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.85,kumiai_toyama_detail,銘柄：黒部峡 住所：下新川郡朝日町境1608 TEL：0765-82-0384,2026-07-07 13:41:15,2026-08-02 06:37:42,36.7049,137.2207,1910,0,0
6071,,皇国晴酒造株式会社,皇国晴酒造,,富山県,,富山県黒部市生地296,1910,https://mabotaki.co.jp/,sake,富山県に蔵を構える皇国晴酒造株式会社は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。創業以来、北アルプスの雪解け水が地下を100年かけて湧き出ている水を、仕込水として、酒造りを続けています。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.9,kumiai_toyama_detail,銘柄：幻の瀧 住所：黒部市生地296 TEL：0765-56-8028,2026-07-07 13:41:15,2026-08-02 06:37:42,36.6866,137.2038,1910,0,0
6072,,銀盤酒造株式会社,銀盤酒造,,富山県,,富山県黒部市荻生4853-3,1910,https://ginban.co.jp/,sake,富山県に蔵を構える銀盤酒造株式会社は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。銀盤酒造では、酒命を宿す仕込み水に、日本名水百選にも選ばれた黒部川扇状地湧水群の軟水を使用しております。良質の水と良質の米、このふたつに、杜氏、蔵人、酒蔵の技や情熱が加わって「心に残る旨い酒」が生まれます。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.9,kumiai_toyama_detail,銘柄：銀盤 住所：黒部市荻生4853-3 TEL：0765-54-1181,2026-07-07 13:41:15,2026-08-02 06:37:42,36.6883,137.2069,1910,0,0
6073,,株式会社魚津酒造,魚津酒造,,富山県,魚津市,富山県魚津市本江新町6番1号,1910,https://uozushuzo.co.jp/,sake,富山県魚津市に蔵を構える株式会社魚津酒造は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。魚津酒造の前身、本江酒造は「北洋」の醸造を開始しました。立山山麓の豊富な伏流水に地元魚津の風を吹き込み、様々なアイデアと技術で「北洋・帆波」を進化させてきました。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.9,kumiai_toyama_detail,銘柄：北洋 住所：魚津市本江新町6番1号 TEL：0765-22-0134,2026-07-07 13:41:15,2026-08-02 06:37:42,36.69,137.21,1910,0,0
6074,,千代鶴酒造合資会社,千代鶴酒造,,富山県,,富山県滑川市下梅沢360,1910,https://www.chiyozuru.com/,sake,富山県に蔵を構える千代鶴酒造合資会社は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。銘柄の由来の文字起こし 製造工場のある地域は大昔、桜井と云われその地に水を供給している川を桜井川 と称した初代。当時裏の間に折々丹頂鶴の舞い降り遊ぶのを見て自分の生還を祝って来たもの 解し、酒の銘柄を目出度い千代鶴と改した 四代の今日もその目度い銘柄を継承している 初代が耕三、2代目が義平、3代目が知義という事が分かります。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.95,kumiai_toyama_detail,銘柄：千代鶴 住所：滑川市下梅沢360 TEL：076-475-0031,2026-07-07 13:41:15,2026-08-02 06:37:42,36.6917,137.2131,1910,0,0
6075,7230001017567,株式会社 白岩,白岩,,富山県,中新川郡立山町,富山県中新川郡立山町白岩178番地,1910,https://iwa-sake.jp/ja/,sake,富山県中新川郡立山町に蔵を構える株式会社 白岩は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。シャンパーニュ地方の中心に生まれ、ドンペリニヨンの5代目醸造最高責任者となった彼は、28年にわたって伝説のメゾンを率いた。真の日本酒かつ世界基準の日本酒であるために、白岩は自らの蔵で伝統的な酒造りを行うと同時に、アッサンブラージュという新たな手法を用いる。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.9,flagged_brewery_review_2026,株式会社桝田酒造店(法人番号1230001002120)とは別法人と法人番号照合で確認。2018年設立時は桝田酒造店と同住所で登記(初期醸造を桝田酒造店の蔵で実施)、2019年に有限会社白岩酒造を吸収合併、2021年に自社醸造所(立山町)完成で本店移転。桝田酒造店は「満寿泉」を東岩瀬町で継続製造、白岩は「IWA」を立山町で製造という別事業。,2026-07-07 13:41:15,2026-08-02 06:37:42,36.6934,137.2162,1910,0,0
6076,1230001002120,株式会社桝田酒造店,桝田酒造店,,富山県,富山市,富山県富山市東岩瀬町269,1910,https://masuizumi.co.jp/,sake,富山県富山市に蔵を構える株式会社桝田酒造店は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。明治初期桝田家初代兵三郎は長男亀次郎とともに岩瀬から北海道旭川に渡り酒造業を起こします。妻の願いを受け亀次郎は帰郷を決意、明治38年より岩瀬の地にて「岩泉」の銘柄で再び酒造りを始めます。歴史ある建造物は国登録有形文化財・重要伝統的建造物群としても親しまれており、伝統と革新を融合させた味わいを全国の日本酒ファンへ届けています。,0,draft,1.0,kumiai_toyama_detail,銘柄：満寿泉 住所：富山市東岩瀬町269 TEL：076-437-9916,2026-07-07 13:41:15,2026-08-02 06:37:42,36.6951,137.2193,1910,0,0
6077,,富美菊酒造株式会社,富美菊酒造,,富山県,,富山県富山市百塚134-3,1910,https://fumigiku.co.jp/,sake,富山県に蔵を構える富美菊酒造株式会社は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。小規模ながら強い意思とこだわりを持って、 高品質の酒造りに臨んでいます。1916年創業の富山の酒造会社が、新たな伝統となる革新の酒造りに挑戦する。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.9,kumiai_toyama_detail,銘柄：富美菊 住所：富山市百塚134-3 TEL：076-441-9594,2026-07-07 13:41:15,2026-08-02 06:37:42,36.6968,137.2224,1910,0,0
6078,,吉乃友酒造有限会社,吉乃友酒造,,富山県,富山市,富山県富山市婦中町下井沢3285-1,1910,https://yoshinotomo.com/,sake,富山県富山市に蔵を構える吉乃友酒造有限会社は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。静寂と情熱が同居する「暁（あかつき）」、そして光の躍動を体現した「晄（ひかり）」の2種類をぜひお楽しみください。私たちは純米酒蔵としての誇りを胸に、精米から酒造りに至る全工程において、徹底したこだわりを追求してきました。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.9,kumiai_toyama_detail,銘柄：よしのとも 住所：富山市婦中町下井沢3285-1 TEL：076-466-2308,2026-07-07 13:41:15,2026-08-02 06:37:42,36.6985,137.2055,1910,0,0
6079,,福鶴酒造株式会社,福鶴酒造,,富山県,富山市,富山県富山市八尾町西町2352,1910,https://www.kazenobon.co.jp/,sake,富山県富山市に蔵を構える福鶴酒造株式会社は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。「おわら風の盆」で全国的に知られている八尾町で創業以来良質な酒造りを続けている八尾の酒蔵。嘉永元年（1848年）創業という伝統と歴史のある酒蔵で、恵まれた風土気候と三千メートル級の山々から流れる名水、伝統の技と妥協を許さないこだわりで、創業以来良質な酒造りを続けています。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.9,kumiai_toyama_detail,銘柄：風の盆 住所：富山市八尾町西町2352 TEL：076-455-2727,2026-07-07 13:41:15,2026-08-02 06:37:42,36.7002,137.2086,1910,0,0
6080,,玉旭酒造有限会社,玉旭酒造,,富山県,富山市,富山県富山市八尾町東町2111,1948年 (昭和23年),https://tamaasahi.jp/,sake,富山県富山市に蔵を構える玉旭酒造有限会社は、1948年 (昭和23年)年に創業しました。淡麗辛口まろやかな口当たり 低温長期型の吟醸造りで仕込み、吟醸香が高く、淡麗辛口にしてまろやかな口当たり特徴です。淡麗な中にコクと旨みのある昔ながらの辛口本醸造。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.9,kumiai_toyama_detail,銘柄：おわら娘 住所：富山市八尾町東町2111 TEL：076-455-1331,2026-07-07 13:41:15,2026-08-02 06:37:42,36.7019,137.2117,1948年 (昭和23年),1,1
6081,,株式会社高澤酒造場,高沢酒造場,,富山県,氷見市,富山県氷見市北大町18-7,1910,https://ariiso-akebono.jp/,sake,富山県氷見市に蔵を構える株式会社高澤酒造場は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。髙澤酒造場は、昔ながらの手作りにこだわり「槽搾り」を守り伝えている酒蔵です。清酒 有磯 曙 醸造元 髙澤酒造場 オンラインストア営業日 今月(2026年8月) 翌月(2026年9月) (      発送業務休日) お支払いについて ●銀行振込 ・合計商品代金＋送料をお振込みください。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,0.9,kumiai_toyama_detail,銘柄：曙 住所：氷見市北大町18-7 TEL：0766-72-0006,2026-07-07 13:41:15,2026-08-02 06:37:42,36.7036,137.2148,1910,0,0
6082,,有限会社清都酒造場,清都酒造場,,富山県,高岡市,富山県高岡市京町12-12,1910,https://www.saketime.com/breweries/1154/,sake,富山県高岡市に蔵を構える有限会社清都酒造場は、明治43年（1910年）創業の歴史を誇る老舗酒蔵です。仕込み水には良質な立山連峰・黒部川扇状地湧水群（軟水）を使用し、能登杜氏の伝統の技を受け継ぎながら、米の旨味を引き出す真摯な酒造りを追求しています。伝統の技を守りつつ、現代の食文化に寄り添う高品質な美酒を醸し続けています。,0,draft,1.0,kumiai_toyama_detail,銘柄：勝駒 住所：高岡市京町12-12 TEL：0766-22-0557,2026-07-07 13:41:15,2026-08-02 06:37:42,36.7053,137.2179,1910,0,0
